"subject","session","term","condition","q","question","answer","rt","correct","orth_correct","explicit","impasse","axis"
"3QO3J","bravo","fall17","111","1","starttime","F",17607,1,0,"1","1","full"
"3QO3J","bravo","fall17","111","2","starts","E",16269,0,1,"1","1","full"
"3QO3J","bravo","fall17","111","3","meets","K",17232,0,0,"1","1","full"
"3QO3J","bravo","fall17","111","4","endtime","B",22597,0,0,"1","1","full"
"3QO3J","bravo","fall17","111","5","midpoint","J",10350,0,0,"1","1","full"
"3QO3J","bravo","fall17","111","6","duration","EG",6458,1,1,"1","1","full"
"3QO3J","bravo","fall17","111","7","duration+starts","FB",27558,0,1,"1","1","full"
"3QO3J","bravo","fall17","111","8","duration+contained","O",15799,0,0,"1","1","full"
"3QO3J","bravo","fall17","111","9","starttime+before+endtime+during","I",13808,1,1,"1","1","full"
"3QO3J","bravo","fall17","111","10","ends","B",9391,0,0,"1","1","full"
"3QO3J","bravo","fall17","111","11","starttime","FB",7053,0,1,"1","1","full"
"3QO3J","bravo","fall17","111","12","starts","B",5403,0,1,"1","1","full"
"3QO3J","bravo","fall17","111","13","meets","LH",14358,0,0,"1","1","full"
"3QO3J","bravo","fall17","111","14","endtime","PLH",30711,0,0,"1","1","full"
"3QO3J","bravo","fall17","111","15","midpoint","KX",11654,1,0,"1","1","full"
"R8PM2","charlie","fall17","111","1","starttime","A",17154,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","2","starts","E",11655,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","3","meets","Z",17040,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","4","endtime","U",44879,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","5","midpoint","F",78645,0,0,"1","1","full"
"R8PM2","charlie","fall17","111","6","duration","EG",5894,1,1,"1","1","full"
"R8PM2","charlie","fall17","111","7","duration+starts","FB",23738,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","8","duration+contained","E",32199,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","9","starttime+before+endtime+during","I",28644,1,1,"1","1","full"
"R8PM2","charlie","fall17","111","10","ends","X",25671,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","11","starttime","FB",8462,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","12","starts","B",7112,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","13","meets","FX",19799,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","14","endtime","B",21753,0,1,"1","1","full"
"R8PM2","charlie","fall17","111","15","midpoint","EF",19633,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","1","starttime","A",13167,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","2","starts","D",27797,0,0,"1","1","full"
"JFFAY","bravo","fall17","111","3","meets","Z",61005,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","4","endtime","U",99700,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","5","midpoint","U",186786,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","6","duration","EG",13803,1,1,"1","1","full"
"JFFAY","bravo","fall17","111","7","duration+starts","FB",23171,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","8","duration+contained","E",42757,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","9","starttime+before+endtime+during","I",18984,1,1,"1","1","full"
"JFFAY","bravo","fall17","111","10","ends","X",55556,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","11","starttime","FB",18255,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","12","starts","B",11472,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","13","meets","FX",31878,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","14","endtime","B",51763,0,1,"1","1","full"
"JFFAY","bravo","fall17","111","15","midpoint","EF",110927,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","1","starttime","A",35883,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","2","starts","E",13226,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","3","meets","Z",54657,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","4","endtime","FU",52807,0,0,"1","1","full"
"4GSTQ","delta","fall17","111","5","midpoint","U",118586,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","6","duration","EG",14747,1,1,"1","1","full"
"4GSTQ","delta","fall17","111","7","duration+starts","FB",19592,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","8","duration+contained","E",27119,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","9","starttime+before+endtime+during","I",14357,1,1,"1","1","full"
"4GSTQ","delta","fall17","111","10","ends","X",41033,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","11","starttime","FB",27287,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","12","starts","B",6992,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","13","meets","FX",19483,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","14","endtime","B",36788,0,1,"1","1","full"
"4GSTQ","delta","fall17","111","15","midpoint","FB",40501,0,0,"1","1","full"
"EN7PB","echo","fall17","111","1","starttime","A",19132,0,1,"1","1","full"
"EN7PB","echo","fall17","111","2","starts","E",14759,0,1,"1","1","full"
"EN7PB","echo","fall17","111","3","meets","K",12880,0,0,"1","1","full"
"EN7PB","echo","fall17","111","4","endtime","DE",7200,0,0,"1","1","full"
"EN7PB","echo","fall17","111","5","midpoint","",161026,0,0,"1","1","full"
"EN7PB","echo","fall17","111","6","duration","EG",6555,1,1,"1","1","full"
"EN7PB","echo","fall17","111","7","duration+starts","FB",16563,0,1,"1","1","full"
"EN7PB","echo","fall17","111","8","duration+contained","",26562,0,0,"1","1","full"
"EN7PB","echo","fall17","111","9","starttime+before+endtime+during","",27751,0,0,"1","1","full"
"EN7PB","echo","fall17","111","10","ends","X",45148,0,1,"1","1","full"
"EN7PB","echo","fall17","111","11","starttime","FB",8846,0,1,"1","1","full"
"EN7PB","echo","fall17","111","12","starts","B",7471,0,1,"1","1","full"
"EN7PB","echo","fall17","111","13","meets","FX",20795,0,1,"1","1","full"
"EN7PB","echo","fall17","111","14","endtime","B",26339,0,1,"1","1","full"
"EN7PB","echo","fall17","111","15","midpoint","EF",34032,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","1","starttime","A",28312,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","2","starts","E",42499,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","3","meets","A",80442,0,0,"1","1","full"
"YGEAY","foxtrot","fall17","111","4","endtime","U",91978,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","5","midpoint","U",131081,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","6","duration","EG",13700,1,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","7","duration+starts","FB",20984,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","8","duration+contained","E",55418,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","9","starttime+before+endtime+during","I",56103,1,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","10","ends","X",38938,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","11","starttime","FB",15409,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","12","starts","B",7350,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","13","meets","EF",40081,1,0,"1","1","full"
"YGEAY","foxtrot","fall17","111","14","endtime","B",19682,0,1,"1","1","full"
"YGEAY","foxtrot","fall17","111","15","midpoint","FB",30692,0,0,"1","1","full"
"KLYG7","golf","fall17","111","1","starttime","A",36381,0,1,"1","1","full"
"KLYG7","golf","fall17","111","2","starts","EG",126235,0,0,"1","1","full"
"KLYG7","golf","fall17","111","3","meets","OJD",63618,0,0,"1","1","full"
"KLYG7","golf","fall17","111","4","endtime","",30959,0,0,"1","1","full"
"KLYG7","golf","fall17","111","5","midpoint","HJDE",22418,0,0,"1","1","full"
"KLYG7","golf","fall17","111","6","duration","EG",95535,1,1,"1","1","full"
"KLYG7","golf","fall17","111","7","duration+starts","FZ",43064,0,0,"1","1","full"
"KLYG7","golf","fall17","111","8","duration+contained","I",139831,0,0,"1","1","full"
"KLYG7","golf","fall17","111","9","starttime+before+endtime+during","I",15508,1,1,"1","1","full"
"KLYG7","golf","fall17","111","10","ends","Z",7002,0,0,"1","1","full"
"KLYG7","golf","fall17","111","11","starttime","",12673,0,0,"1","1","full"
"KLYG7","golf","fall17","111","12","starts","B",22275,0,1,"1","1","full"
"KLYG7","golf","fall17","111","13","meets","BM",49241,0,0,"1","1","full"
"KLYG7","golf","fall17","111","14","endtime","B",35770,0,1,"1","1","full"
"KLYG7","golf","fall17","111","15","midpoint","FB",23126,0,0,"1","1","full"
"HH4FP","hotel","fall17","111","1","starttime","A",11080,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","2","starts","E",9763,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","3","meets","Z",44051,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","4","endtime","U",49074,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","5","midpoint","U",125414,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","6","duration","EG",6913,1,1,"1","1","full"
"HH4FP","hotel","fall17","111","7","duration+starts","FB",24445,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","8","duration+contained","E",24490,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","9","starttime+before+endtime+during","I",23622,1,1,"1","1","full"
"HH4FP","hotel","fall17","111","10","ends","X",47687,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","11","starttime","FB",9357,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","12","starts","B",5317,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","13","meets","FX",35015,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","14","endtime","B",19104,0,1,"1","1","full"
"HH4FP","hotel","fall17","111","15","midpoint","FB",25604,0,0,"1","1","full"
"7L4J4","hotel","fall17","111","1","starttime","A",43481,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","2","starts","E",21890,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","3","meets","Z",22080,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","4","endtime","U",50725,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","5","midpoint","B",161121,0,0,"1","1","full"
"7L4J4","hotel","fall17","111","6","duration","EG",9549,1,1,"1","1","full"
"7L4J4","hotel","fall17","111","7","duration+starts","FB",31043,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","8","duration+contained","E",58892,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","9","starttime+before+endtime+during","I",17545,1,1,"1","1","full"
"7L4J4","hotel","fall17","111","10","ends","X",23793,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","11","starttime","FB",15924,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","12","starts","B",11560,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","13","meets","FX",40456,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","14","endtime","B",9137,0,1,"1","1","full"
"7L4J4","hotel","fall17","111","15","midpoint","EF",82157,0,1,"1","1","full"
"B3OKB","hotel","fall17","111","1","starttime","A",25980,0,1,"1","1","full"
"B3OKB","hotel","fall17","111","2","starts","E",18318,0,1,"1","1","full"
"B3OKB","hotel","fall17","111","3","meets","Z",25148,0,1,"1","1","full"
"B3OKB","hotel","fall17","111","4","endtime","U",75325,0,1,"1","1","full"
"B3OKB","hotel","fall17","111","5","midpoint","U",111684,0,1,"1","1","full"
"B3OKB","hotel","fall17","111","6","duration","EG",6740,1,1,"1","1","full"
"B3OKB","hotel","fall17","111","7","duration+starts","FB",21583,0,1,"1","1","full"
"B3OKB","hotel","fall17","111","8","duration+contained","E",55819,0,1,"1","1","full"
"B3OKB","hotel","fall17","111","9","starttime+before+endtime+during","I",102214,1,1,"1","1","full"
"B3OKB","hotel","fall17","111","10","ends","E",8881,1,0,"1","1","full"
"B3OKB","hotel","fall17","111","11","starttime","ML",11874,1,0,"1","1","full"
"B3OKB","hotel","fall17","111","12","starts","FG",5908,0,0,"1","1","full"
"B3OKB","hotel","fall17","111","13","meets","EF",40658,1,0,"1","1","full"
"B3OKB","hotel","fall17","111","14","endtime","X",6522,1,0,"1","1","full"
"B3OKB","hotel","fall17","111","15","midpoint","KX",34206,1,0,"1","1","full"
"8V51R","hotel","fall17","111","1","starttime","A",23958,0,1,"1","1","full"
"8V51R","hotel","fall17","111","2","starts","E",36420,0,1,"1","1","full"
"8V51R","hotel","fall17","111","3","meets","Z",15497,0,1,"1","1","full"
"8V51R","hotel","fall17","111","4","endtime","U",58745,0,1,"1","1","full"
"8V51R","hotel","fall17","111","5","midpoint","U",91909,0,1,"1","1","full"
"8V51R","hotel","fall17","111","6","duration","EG",10689,1,1,"1","1","full"
"8V51R","hotel","fall17","111","7","duration+starts","FB",16185,0,1,"1","1","full"
"8V51R","hotel","fall17","111","8","duration+contained","E",39903,0,1,"1","1","full"
"8V51R","hotel","fall17","111","9","starttime+before+endtime+during","",42002,0,0,"1","1","full"
"8V51R","hotel","fall17","111","10","ends","IJ",21642,0,0,"1","1","full"
"8V51R","hotel","fall17","111","11","starttime","FB",12390,0,1,"1","1","full"
"8V51R","hotel","fall17","111","12","starts","B",10142,0,1,"1","1","full"
"8V51R","hotel","fall17","111","13","meets","FX",46198,0,1,"1","1","full"
"8V51R","hotel","fall17","111","14","endtime","B",45047,0,1,"1","1","full"
"8V51R","hotel","fall17","111","15","midpoint","EF",53057,0,1,"1","1","full"
"N53LC","india","fall17","111","1","starttime","A",16928,0,1,"1","1","full"
"N53LC","india","fall17","111","2","starts","E",15828,0,1,"1","1","full"
"N53LC","india","fall17","111","3","meets","Z",17449,0,1,"1","1","full"
"N53LC","india","fall17","111","4","endtime","U",55245,0,1,"1","1","full"
"N53LC","india","fall17","111","5","midpoint","HU",143273,0,0,"1","1","full"
"N53LC","india","fall17","111","6","duration","EG",14450,1,1,"1","1","full"
"N53LC","india","fall17","111","7","duration+starts","FB",28393,0,1,"1","1","full"
"N53LC","india","fall17","111","8","duration+contained","E",76616,0,1,"1","1","full"
"N53LC","india","fall17","111","9","starttime+before+endtime+during","I",49428,1,1,"1","1","full"
"N53LC","india","fall17","111","10","ends","X",44757,0,1,"1","1","full"
"N53LC","india","fall17","111","11","starttime","FB",7596,0,1,"1","1","full"
"N53LC","india","fall17","111","12","starts","B",7287,0,1,"1","1","full"
"N53LC","india","fall17","111","13","meets","FX",31701,0,1,"1","1","full"
"N53LC","india","fall17","111","14","endtime","B",20629,0,1,"1","1","full"
"N53LC","india","fall17","111","15","midpoint","EF",49322,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","1","starttime","A",19547,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","2","starts","E",16941,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","3","meets","Z",16722,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","4","endtime","U",29764,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","5","midpoint","U",31988,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","6","duration","EG",6973,1,1,"1","1","full"
"QSGCP","juliet","fall17","111","7","duration+starts","FB",21009,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","8","duration+contained","E",44650,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","9","starttime+before+endtime+during","I",15839,1,1,"1","1","full"
"QSGCP","juliet","fall17","111","10","ends","X",30099,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","11","starttime","FB",9310,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","12","starts","B",7895,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","13","meets","FX",31513,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","14","endtime","B",36539,0,1,"1","1","full"
"QSGCP","juliet","fall17","111","15","midpoint","EF",32148,0,1,"1","1","full"
"TX10R","india","fall17","111","1","starttime","A",26552,0,1,"1","1","full"
"TX10R","india","fall17","111","2","starts","E",27636,0,1,"1","1","full"
"TX10R","india","fall17","111","3","meets","Z",43636,0,1,"1","1","full"
"TX10R","india","fall17","111","4","endtime","U",64451,0,1,"1","1","full"
"TX10R","india","fall17","111","5","midpoint","U",90949,0,1,"1","1","full"
"TX10R","india","fall17","111","6","duration","EG",7391,1,1,"1","1","full"
"TX10R","india","fall17","111","7","duration+starts","FB",18647,0,1,"1","1","full"
"TX10R","india","fall17","111","8","duration+contained","E",48723,0,1,"1","1","full"
"TX10R","india","fall17","111","9","starttime+before+endtime+during","I",15037,1,1,"1","1","full"
"TX10R","india","fall17","111","10","ends","X",20599,0,1,"1","1","full"
"TX10R","india","fall17","111","11","starttime","M",10782,0,0,"1","1","full"
"TX10R","india","fall17","111","12","starts","B",7468,0,1,"1","1","full"
"TX10R","india","fall17","111","13","meets","FX",15957,0,1,"1","1","full"
"TX10R","india","fall17","111","14","endtime","B",19283,0,1,"1","1","full"
"TX10R","india","fall17","111","15","midpoint","F",94110,0,0,"1","1","full"
"2BBZ9","india","fall17","111","1","starttime","A",23208,0,1,"1","1","full"
"2BBZ9","india","fall17","111","2","starts","E",26070,0,1,"1","1","full"
"2BBZ9","india","fall17","111","3","meets","Z",44980,0,1,"1","1","full"
"2BBZ9","india","fall17","111","4","endtime","U",106018,0,1,"1","1","full"
"2BBZ9","india","fall17","111","5","midpoint","U",156974,0,1,"1","1","full"
"2BBZ9","india","fall17","111","6","duration","EG",7161,1,1,"1","1","full"
"2BBZ9","india","fall17","111","7","duration+starts","FB",20594,0,1,"1","1","full"
"2BBZ9","india","fall17","111","8","duration+contained","E",38467,0,1,"1","1","full"
"2BBZ9","india","fall17","111","9","starttime+before+endtime+during","I",20855,1,1,"1","1","full"
"2BBZ9","india","fall17","111","10","ends","X",28502,0,1,"1","1","full"
"2BBZ9","india","fall17","111","11","starttime","FB",18107,0,1,"1","1","full"
"2BBZ9","india","fall17","111","12","starts","B",12437,0,1,"1","1","full"
"2BBZ9","india","fall17","111","13","meets","FX",25511,0,1,"1","1","full"
"2BBZ9","india","fall17","111","14","endtime","B",44535,0,1,"1","1","full"
"2BBZ9","india","fall17","111","15","midpoint","EF",26737,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","1","starttime","A",52247,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","2","starts","E",19988,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","3","meets","Z",27184,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","4","endtime","U",55796,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","5","midpoint","U",117300,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","6","duration","EG",6499,1,1,"1","1","full"
"N2UK6","juliet","fall17","111","7","duration+starts","FB",24905,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","8","duration+contained","E",38789,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","9","starttime+before+endtime+during","I",21451,1,1,"1","1","full"
"N2UK6","juliet","fall17","111","10","ends","X",24314,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","11","starttime","FB",10825,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","12","starts","B",6366,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","13","meets","FX",42690,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","14","endtime","B",33688,0,1,"1","1","full"
"N2UK6","juliet","fall17","111","15","midpoint","EF",80040,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","1","starttime","A",46040,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","2","starts","E",22305,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","3","meets","Z",15722,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","4","endtime","U",74084,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","5","midpoint","U",83132,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","6","duration","EG",11019,1,1,"1","1","full"
"EFTYS","XTRA","fall17","111","7","duration+starts","FB",16986,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","8","duration+contained","E",38839,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","9","starttime+before+endtime+during","I",21192,1,1,"1","1","full"
"EFTYS","XTRA","fall17","111","10","ends","XZ",26924,0,0,"1","1","full"
"EFTYS","XTRA","fall17","111","11","starttime","FB",11860,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","12","starts","B",8877,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","13","meets","FX",26993,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","14","endtime","B",41849,0,1,"1","1","full"
"EFTYS","XTRA","fall17","111","15","midpoint","EF",43055,0,1,"1","1","full"
"OQB9V","kilo","fall17","111","1","starttime","F",40873,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","2","starts","K",12541,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","3","meets","F",12785,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","4","endtime","H",14975,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","5","midpoint","O",13549,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","6","duration","EG",10208,1,1,"1","1","full"
"OQB9V","kilo","fall17","111","7","duration+starts","XO",27980,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","8","duration+contained","G",29975,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","9","starttime+before+endtime+during","I",35728,1,1,"1","1","full"
"OQB9V","kilo","fall17","111","10","ends","E",13694,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","11","starttime","ML",13407,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","12","starts","G",10519,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","13","meets","EF",14821,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","14","endtime","X",10145,1,0,"1","1","full"
"OQB9V","kilo","fall17","111","15","midpoint","KX",10339,1,0,"1","1","full"
"M1REU","juliet","fall17","111","1","starttime","F",71453,1,0,"1","1","full"
"M1REU","juliet","fall17","111","2","starts","K",32850,1,0,"1","1","full"
"M1REU","juliet","fall17","111","3","meets","F",26191,1,0,"1","1","full"
"M1REU","juliet","fall17","111","4","endtime","H",22585,1,0,"1","1","full"
"M1REU","juliet","fall17","111","5","midpoint","O",44820,1,0,"1","1","full"
"M1REU","juliet","fall17","111","6","duration","EG",17262,1,1,"1","1","full"
"M1REU","juliet","fall17","111","7","duration+starts","XO",59710,1,0,"1","1","full"
"M1REU","juliet","fall17","111","8","duration+contained","G",126993,1,0,"1","1","full"
"M1REU","juliet","fall17","111","9","starttime+before+endtime+during","I",69326,1,1,"1","1","full"
"M1REU","juliet","fall17","111","10","ends","E",22982,1,0,"1","1","full"
"M1REU","juliet","fall17","111","11","starttime","ML",31448,1,0,"1","1","full"
"M1REU","juliet","fall17","111","12","starts","G",11139,1,0,"1","1","full"
"M1REU","juliet","fall17","111","13","meets","EF",24432,1,0,"1","1","full"
"M1REU","juliet","fall17","111","14","endtime","X",11016,1,0,"1","1","full"
"M1REU","juliet","fall17","111","15","midpoint","KX",40241,1,0,"1","1","full"
"6G1ZR","lima","fall17","111","1","starttime","A",30915,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","2","starts","E",12185,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","3","meets","Z",30219,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","4","endtime","U",16205,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","5","midpoint","U",39796,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","6","duration","EG",10937,1,1,"1","1","full"
"6G1ZR","lima","fall17","111","7","duration+starts","FB",26394,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","8","duration+contained","E",38447,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","9","starttime+before+endtime+during","I",21638,1,1,"1","1","full"
"6G1ZR","lima","fall17","111","10","ends","J",18913,0,0,"1","1","full"
"6G1ZR","lima","fall17","111","11","starttime","FB",10544,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","12","starts","B",13923,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","13","meets","FX",24587,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","14","endtime","B",23401,0,1,"1","1","full"
"6G1ZR","lima","fall17","111","15","midpoint","EF",38669,0,1,"1","1","full"
"G0CPA","lima","fall17","111","1","starttime","A",41765,0,1,"1","1","full"
"G0CPA","lima","fall17","111","2","starts","DE",27093,0,0,"1","1","full"
"G0CPA","lima","fall17","111","3","meets","Z",28402,0,1,"1","1","full"
"G0CPA","lima","fall17","111","4","endtime","U",34338,0,1,"1","1","full"
"G0CPA","lima","fall17","111","5","midpoint","U",39923,0,1,"1","1","full"
"G0CPA","lima","fall17","111","6","duration","EG",10409,1,1,"1","1","full"
"G0CPA","lima","fall17","111","7","duration+starts","FB",17314,0,1,"1","1","full"
"G0CPA","lima","fall17","111","8","duration+contained","E",27759,0,1,"1","1","full"
"G0CPA","lima","fall17","111","9","starttime+before+endtime+during","I",26653,1,1,"1","1","full"
"G0CPA","lima","fall17","111","10","ends","X",43304,0,1,"1","1","full"
"G0CPA","lima","fall17","111","11","starttime","FB",8625,0,1,"1","1","full"
"G0CPA","lima","fall17","111","12","starts","B",6073,0,1,"1","1","full"
"G0CPA","lima","fall17","111","13","meets","FX",47389,0,1,"1","1","full"
"G0CPA","lima","fall17","111","14","endtime","B",16449,0,1,"1","1","full"
"G0CPA","lima","fall17","111","15","midpoint","EF",23049,0,1,"1","1","full"
"EENOM","lima","fall17","111","1","starttime","A",14161,0,1,"1","1","full"
"EENOM","lima","fall17","111","2","starts","E",19458,0,1,"1","1","full"
"EENOM","lima","fall17","111","3","meets","A",24511,0,0,"1","1","full"
"EENOM","lima","fall17","111","4","endtime","DE",19805,0,0,"1","1","full"
"EENOM","lima","fall17","111","5","midpoint","U",115512,0,1,"1","1","full"
"EENOM","lima","fall17","111","6","duration","EG",10985,1,1,"1","1","full"
"EENOM","lima","fall17","111","7","duration+starts","FB",19989,0,1,"1","1","full"
"EENOM","lima","fall17","111","8","duration+contained","E",70884,0,1,"1","1","full"
"EENOM","lima","fall17","111","9","starttime+before+endtime+during","I",29827,1,1,"1","1","full"
"EENOM","lima","fall17","111","10","ends","X",52046,0,1,"1","1","full"
